Gene_name	Chr	Start	End	Strand	meRIP_TKO	RNAPII_TKOmean_GB	RNAPII_TKOmean_PR	PausIndex_TKO	cheRNA_TKO_mean	TK0_Pull
Ppp2cb	chr8	33597620	33621804	+	0.631519138285354	8.23613747247231e-07	2.26113879209796e-06	2.74538738535555	9.41804744900612e-07	1.12
Ubxn8	chr8	33617585	33643976	-	0.526725129325413	8.39871380397367e-07	3.29261056652331e-06	3.92037476615227	3.4246979802382e-07	1.04
Gsr	chr8	33651237	33700162	+	0.363438270739937	7.73909882176674e-07	2.58248983724857e-06	3.33693870142237	1.30324041980686e-06	6.44
Gtf2e2	chr8	33729913	33779173	+	0.418470895636428	9.41897768367295e-07	3.28137412669439e-06	3.48379010641717	1.16935480284383e-06	3.54
Rbpms	chr8	33780643	33931863	-	0.457683963423695	1.38204544546774e-06	4.31192807430961e-06	3.11996113329709	2.80758709297689e-06	5
Eri1	chr8	35463264	35497533	-	0.32930124068304	7.02350119894596e-07	4.70450815961892e-06	6.69823785368605	2.13982206467209e-06	2.22
D8Ertd82e	chr8	36092827	36149787	+	0.509522583437602	6.54303551592721e-07	1.87695824202449e-06	2.86863526486377	7.72052957021795e-07	1.4
Lonrf1	chr8	36214063	36251516	-	0.365110843040542	7.24675008321479e-07	2.86798996702214e-06	3.95762229149463	7.91650639675334e-07	1.68
Tusc3	chr8	39003866	39167114	+	0.754723255356789	3.85751385799052e-07	1.76520572827541e-06	4.57601914927391	4.54850047364086e-07	3.32
Micu3	chr8	40306050	40388304	+	0.915184968006645	4.88316962370411e-07	3.27770281945387e-06	6.71224444783383	7.49029150409052e-07	1.76
Zdhhc2	chr8	40421814	40486842	+	0.936956406448568	4.1827897460497e-07	1.20850133125763e-06	2.88922323288891	1.82227780413455e-07	2.32
Vps37a	chr8	40509782	40553134	+	0.472186468967873	6.77393131779005e-07	4.34410768244615e-06	6.41297863625725	1.20460422697214e-06	4.06
Mtmr7	chr8	40548158	40636792	-	0.36676401235368	9.73694924123355e-07	5.21359674105333e-06	5.3544458452911	1.84773279829204e-06	3.1
Slc7a2	chr8	40860366	40924070	+	0.395412021721756	4.65214710312487e-07	7.72032407387455e-07	1.65951847668118	1.92684437079763e-07	2.86
Mtus1	chr8	40988911	41135726	-	0.660373260470973	5.93335660944254e-07	1.94070557375747e-06	3.27083925929712	5.24747625417153e-07	3.16
Pcm1	chr8	41237758	41336087	+	0.706913242349057	7.58703682440241e-07	3.56197918014726e-06	4.69482258039234	1.93767890126903e-06	1.38
Asah1	chr8	41338645	41376697	-	0.398930133848743	9.0317627987254e-07	6.16318716565047e-06	6.82390282273605	2.15505303918015e-06	2.86
Acsl1	chr8	46469036	46538051	+	0.377570168326656	4.58103295011041e-07	2.21168732289433e-06	4.82792275668095	2.71274530277142e-07	5
Cenpu	chr8	46550068	46581584	+	0.33987917937774	7.19973552050299e-07	3.14492371323449e-06	4.36811005665216	1.07015325839219e-06	3.4
Primpol	chr8	46573593	46619200	-	0.389921724508803	6.84104865680493e-07	3.38823156412278e-06	4.95279559333705	9.12251988094441e-07	2.6
Casp3	chr8	46615290	46641698	+	0.390889194263979	6.16288074386855e-07	3.44594347461758e-06	5.59144922290757	6.58817650008461e-07	4.08
Stox2	chr8	47178047	47354348	-	0.719102369484919	5.58361538002616e-07	4.8836793123415e-07	0.874644648664647	1.62602097879237e-07	1.46
Trappc11	chr8	47488127	47535470	-	0.349491545273884	5.46571622804232e-07	3.56526112095505e-06	6.52295320906559	7.54766963688886e-07	2.64
Wwc2	chr8	47825594	47992551	-	0.41316532704416	5.24352978061003e-07	2.13937360760013e-06	4.080025664222	4.92467948043264e-07	0.98
Dctd	chr8	48097091	48143667	+	0.48008059177405	5.59787237752979e-07	4.44645940998657e-07	0.794312394086535	4.26668298605782e-07	5.72
Neil3	chr8	53584866	53641065	-	0.717689932419923	3.59448965689935e-07	1.14742405579235e-06	3.19217514950963	2.47765237567574e-07	3.02
Vegfc	chr8	54075531	54188454	+	0.748915412695181	3.91251366289062e-07	1.3736825637209e-06	3.51099748673083	7.03503711695469e-07	3.84
Fbxo8	chr8	56549133	56595939	+	0.786690151801947	5.17729096949442e-07	2.4561355187001e-06	4.74405540112023	6.92697922646426e-07	3.32
Galnt7	chr8	57521824	57655055	-	0.79266886426918	5.11417615659407e-07	1.90340837119288e-06	3.72182794043705	3.02310501047146e-07	3.22
Clcn3	chr8	60908388	60985311	-	0.874860994087902	6.81522784639196e-07	4.92962632262998e-06	7.23325240731279	1.57727657957925e-06	3.72
Nek1	chr8	60991192	61133346	+	0.468590985562201	4.39172917034367e-07	3.38127831607447e-06	7.69919588600194	5.46621727132771e-07	2.54
Klhl2	chr8	64737674	64851924	-	0.574027531673787	5.52567042276424e-07	1.88185331834518e-06	3.40565610028507	4.92532356299097e-07	3.04
Naf1	chr8	66858216	66892564	+	0.50130166255751	7.4708218981708e-07	1.9556133208269e-06	2.61766823983011	2.23144039887285e-06	4.1
Ints10	chr8	68791928	68831410	+	0.415930374430589	5.73373165664563e-07	2.53173117480208e-06	4.41550342152427	9.22463956004676e-07	2.84
Slc18a1	chr8	69035707	69091222	-	1.5973985742567	4.48876737576337e-07	3.46299281757732e-06	7.71479679761395	4.80696622036042e-08	1.06
Atp6v1b2	chr8	69086735	69115718	+	0.31465988994975	7.39902463161158e-07	4.09865823566756e-06	5.53945748221524	1.14208693469365e-06	3.46
D130040H23Rik	chr8	69269079	69305375	+	1.83486476269466	5.6738335088087e-07	2.82029072727608e-06	4.9706970126944	7.74359436957438e-07	3.2
Pbx4	chr8	69830703	69874292	+	0.536681889105169	6.71557732941741e-07	2.2420312774106e-06	3.33855328802401	5.26696407144836e-07	0.84
Gatad2a	chr8	69905068	69998384	-	0.335203055584438	1.00388422969896e-06	4.49223957194968e-06	4.47485819485061	2.1583278170103e-06	3.36
Mau2	chr8	70014122	70044734	-	0.327533893978031	7.6380110416727e-07	4.38171082728077e-06	5.73671706334846	2.15703105637873e-06	3.96
Sugp1	chr8	70040812	70073953	+	0.505087384677145	7.49083740413972e-07	4.40448964920865e-06	5.87983614058231	1.41652371995962e-06	3.86
2310045n01rik-mef2b	chr8	70137498	70169488	+	0.301061998241484	1.05020214588159e-06	3.1227567758467e-06	2.9734816178892	6.98238155338241e-07	2.22
Slc25a42	chr8	70182339	70214281	-	0.372780969182252	5.67757752947945e-07	2.27390494327709e-06	4.00506189738562	2.85937676857327e-07	2.5
Sugp2	chr8	70232225	70265105	+	0.586553044181533	1.06123236793129e-06	3.75238677269876e-06	3.53587667139617	2.15283624647529e-06	2.78
Crtc1	chr8	70380357	70441573	-	0.428857284321454	4.8060395191119e-07	2.10321674995304e-06	4.37619528842678	2.49087984173495e-07	2.26
Klhl26	chr8	70448227	70478943	-	0.227600025850731	7.3089037841916e-07	2.72733978594432e-06	3.7315305639175	1.22134270368169e-06	3.08
Ell	chr8	70537674	70594858	+	0.406052543780383	6.17765306371667e-07	2.77259148753003e-06	4.48809840716751	6.24025465421137e-07	4.64
Haus8	chr8	71249123	71274590	-	0.440747847192726	5.41223378146281e-07	4.5056176076689e-06	8.32487617793023	7.11779955736312e-07	3.48
Myo9b	chr8	71270713	71362712	+	0.402730281114327	5.8537211191994e-07	4.40326588012848e-06	7.52216545760332	9.94334618090303e-07	4.04
Unc13a	chr8	71624711	71673757	-	0.560249324150831	7.65606520859093e-07	2.78413386962899e-06	3.63650751890787	1.48114210504897e-07	2.9
Rab8a	chr8	72159199	72183366	+	0.364222994521308	7.61058838579473e-07	3.60753682400302e-06	4.74015495403291	9.47872521428195e-07	1.72
Eps15l1	chr8	72338994	72423474	-	0.327899794475663	8.6077349904545e-07	4.62952438805703e-06	5.37833052851989	1.96687865263718e-06	3.26
Med26	chr8	72492557	72550310	-	0.482240825294355	9.94534711603335e-07	4.42062116535826e-06	4.44491390172956	1.38981227023688e-06	0.98
Sin3b	chr8	72721269	72760203	+	0.223140240532666	7.26956096327855e-07	3.96863260987856e-06	5.45924661740331	1.16710059252089e-06	3.68
Large	chr8	72812597	73355540	-	0.596827770006163	4.24554058524817e-07	3.11488570098826e-06	7.3368411829849	7.83850969403859e-07	2.38
Hmgxb4	chr8	74991649	75033978	+	0.631360564665293	1.08739527500677e-06	2.75103643468232e-06	2.52993230512722	1.52040836948932e-06	1.62
Tom1	chr8	75031685	75072121	+	0.377301498240501	6.65978053961963e-07	5.48143564332707e-06	8.23065506545977	1.15168249029494e-06	2.56
Arhgap10	chr8	77248365	77519907	-	0.625715774985459	3.87019506931165e-07	1.47511646445119e-06	3.81147833128099	2.53553262406626e-07	5.48
Prmt9	chr8	77547396	77583338	+	0.678355764161331	5.51888677837241e-07	3.0936365904106e-06	5.60554458651705	5.90381382535396e-07	3.1
Slc10a7	chr8	78507327	78736012	+	0.558913748070264	6.21098214353733e-07	3.15012473182523e-06	5.07186248329986	8.37844270063098e-07	3.12
Zfp827	chr8	79026436	79195766	+	0.596545154047318	5.02731866164785e-07	1.87000499397618e-06	3.71968661593302	3.89157526582891e-07	1.26
Smad1	chr8	79336394	79401468	-	0.428901780478723	5.12907630706839e-07	1.8110693144012e-06	3.53098531972582	3.47944059464027e-07	2.7
Otud4	chr8	79637675	79679755	+	0.429819576398132	8.25043837309855e-07	3.16686813251492e-06	3.83842408039897	3.44739015449394e-06	3.62
Abce1	chr8	79681441	79713740	-	0.468824540580959	8.78166071526385e-07	3.66822473303556e-06	4.17714240161845	3.5959482845524e-06	3.92
Anapc10	chr8	79709819	79779321	+	0.980923503886767	5.23124892309287e-07	3.7025459370624e-06	7.07774757327614	1.09022254623752e-06	3.24
Smarca5	chr8	80697942	80741459	-	0.840475243024115	8.41493983513917e-07	4.94178058926903e-06	5.87262735811028	1.78401543418244e-06	4.04
Gab1	chr8	80762430	80882519	-	0.536396561458772	9.64219434519391e-07	1.27224866299061e-06	1.31945967633888	1.76045061340162e-06	8.22
Usp38	chr8	80978732	81016906	-	0.530268505974708	6.4274852262206e-07	3.05900944411372e-06	4.75926328330503	1.23323728896926e-06	4.12
Tbc1d9	chr8	83163351	83274940	+	0.373350491513889	5.42817409594847e-07	2.65808549335056e-06	4.89683169029992	8.85402111674413e-07	3.84
Clgn	chr8	83387890	83430552	+	0.652966727982491	4.63203060176744e-07	1.42107586119691e-06	3.06793279961206	2.04425033118842e-07	1.92
Tecr	chr8	83569697	83596491	-	0.294280798463689	1.08016720629129e-06	5.27856784186649e-06	4.8868062380733	2.32209109768273e-06	3.26
Pkn1	chr8	83667761	83701179	-	0.440901387767145	5.84508046797652e-07	3.34573334296746e-06	5.72401588189889	6.20905194421131e-07	3.04
Adgrl1	chr8	83898097	83943954	+	0.479752001309544	1.16525561538814e-06	2.14641027981113e-06	1.84200809802249	2.85860367335231e-06	4.06
Prkaca	chr8	83970977	83998444	+	0.382617449100491	5.71164339016379e-07	2.42640344872391e-06	4.24817041782143	2.21628750379682e-07	2.52
Zswim4	chr8	84208941	84239042	-	0.481608171303235	6.92319247520731e-07	3.38547808369239e-06	4.89005339056533	7.25508779351919e-07	2.82
Cacna1a	chr8	84413363	84642249	+	0.686824472558131	6.6414486842556e-07	1.16049614924153e-06	1.74735393498204	4.59713013008844e-07	4.52
Mast1	chr8	84909852	84939353	-	0.692403645608464	1.87488627618148e-06	1.20666567763737e-06	0.643594063793003	1.28170857081484e-07	1.22
Tnpo2	chr8	85034914	85059583	+	0.501452786127099	1.14985095594827e-06	4.2316598599943e-06	3.68018119053047	2.88665433401761e-06	3.42
Vps35	chr8	85258391	85301497	-	0.593258252104608	8.34590805029725e-07	4.65077349863469e-06	5.57251945576976	1.91992977690659e-06	3.36
Gpt2	chr8	85490616	85529558	+	0.335387625456691	1.04325930039316e-06	3.976503684737e-06	3.81161584971102	1.47593376387768e-06	2.82
Neto2	chr8	85634587	85693009	-	1.61433622306403	4.96333224131795e-07	5.68552721386783e-07	1.14550607080821	1.93151978807345e-07	1.3
Itfg1	chr8	85715556	85842949	-	0.82856094915059	5.02279917040163e-07	4.10171765836799e-06	8.16619880511769	5.74135623920867e-07	3.38
Phkb	chr8	85839001	86062642	+	0.691054011153581	4.51251248678656e-07	4.09078716080912e-06	9.06543122658978	6.53988483886906e-07	3.34
Lonp2	chr8	86622042	86718636	+	0.527423183954599	5.13789448849591e-07	1.89606575671185e-06	3.69035557455932	7.29195386630356e-07	3.52
N4bp1	chr8	86839138	86887258	-	0.742730022847341	1.09662993464429e-06	2.78054598655115e-06	2.53553719327666	1.91330009049743e-06	3.4
Zfp423	chr8	87659809	87961595	-	0.685494659610375	4.51930486676391e-07	7.30452013042265e-07	1.61629284719026	1.37718296584436e-07	5.36
Heatr3	chr8	88135884	88173952	+	0.37609535682568	6.72739454481396e-07	3.45717991444649e-06	5.13895816785649	1.03752924595086e-06	3.56
Papd5	chr8	88197212	88261722	+	0.475511500284948	6.4034854820146e-07	6.19583956438241e-06	9.67572985335033	1.07805188578378e-06	2.98
Brd7	chr8	88330310	88364191	-	0.374869111690648	7.27370539801599e-07	2.49045672272694e-06	3.42391750345876	1.55298511233139e-06	3.84
Cyld	chr8	88695027	88753946	+	0.770776284825155	4.805783050248e-07	1.92159805907011e-06	3.99851187408667	3.54006691866544e-07	4.04
Chd9	chr8	90826834	91056508	+	0.820016800076269	7.67407669826249e-07	2.11078188254143e-06	2.750535296343	1.2494505066006e-06	6.16
Rbl2	chr8	91068056	91125844	+	0.372861442257265	6.76784518320321e-07	1.25978845408152e-06	1.86143213974239	4.55011317201533e-07	6
Aktip	chr8	91109780	91137494	-	0.327769313341811	1.00440715222123e-06	1.14864782487253e-06	1.14360777134284	1.14080382127957e-06	3.14
Fto	chr8	91311524	91670433	+	0.409422051471923	5.04053949539339e-07	1.698398973842e-06	3.36947855560737	7.24491834403476e-07	0.54
Amfr	chr8	93969587	94014640	-	0.410536201404721	4.55218333191034e-07	1.36366989297216e-06	2.99563922088325	1.61894600223226e-07	2.48
Ogfod1	chr8	94035197	94069922	+	0.575510848752793	5.83174245036663e-07	3.31110619667058e-06	5.67773049796192	8.19777978806876e-07	2.46
Bbs2	chr8	94065953	94100811	-	0.390856227533486	5.89215713637962e-07	3.62695028096042e-06	6.1555559314037	2.3746441526422e-07	3.02
Nup93	chr8	94212600	94317066	+	0.360073080934383	6.79610683798952e-07	3.83410127420161e-06	5.64161418530002	1.53778301446273e-06	0.92
Cpne2	chr8	94531027	94572529	+	0.57389555123889	3.74698619737953e-07	6.24428978261323e-07	1.6664832624631	1.56060446082512e-08	1.48
Fam192a	chr8	94572939	94603726	-	0.379666599646187	6.69290906667041e-07	2.93387889464542e-06	4.38356305968007	1.08546891650865e-06	3.9
Rspry1	chr8	94599940	94662276	+	0.596607632159478	4.99766397621811e-07	2.80813646063704e-06	5.61889809719069	7.92330742525819e-07	4.34
Kifc3	chr8	95097827	95144540	-	0.524082896305431	5.00434469309757e-07	1.34364455147467e-06	2.68495604095366	5.2401150306283e-07	3.02
Mmp15	chr8	95350295	95376293	+	0.34337363494328	5.66053051628715e-07	1.25344709057329e-06	2.21436327737608	1.23938299182651e-07	1.14
Csnk2a2	chr8	95444095	95490820	-	0.267159562845681	9.19404883610274e-07	1.92771690447098e-06	2.09670074505295	2.75941309983627e-06	3.94
Cnot1	chr8	95717450	95809462	-	0.46111771612601	1.22716273753209e-06	4.64534996193659e-06	3.78543922485677	4.04702890691919e-06	3.54
Got2	chr8	95862136	95890365	-	0.391215837822208	7.4933618076647e-07	2.84368143374405e-06	3.79493411199676	1.20319422947233e-06	3.52
Cmtm4	chr8	104346190	104397807	-	0.395553201788441	6.41390084299053e-07	2.39422384058738e-06	3.73286693885192	9.58748471179298e-07	3.4
Dync1li2	chr8	104415673	104445047	-	0.376616287048416	7.0621058565482e-07	1.78676078112311e-06	2.53006796756858	1.00787008168888e-06	3.64
Terb1	chr8	104444718	104511887	-	0.50024350792552	3.97247614790067e-07	2.20893384246394e-06	5.56059686760182	1.26791261476137e-07	0.94
Cbfb	chr8	105168673	105219989	+	0.662576491640313	6.38187523063855e-07	3.00190941815901e-06	4.70380461803332	1.0392124176625e-06	3.52
D230025D16Rik	chr8	105223187	105255053	+	0.506228237388956	9.76536467988078e-07	5.8750169796092e-06	6.01617775904804	2.40566333169066e-06	4.06
Kctd19	chr8	105380806	105415502	-	0.314222398561884	5.05412018984122e-07	1.40616811412748e-06	2.78222135863306	2.33177696397131e-07	2.36
Zdhhc1	chr8	105470424	105498870	-	0.257985586267289	5.88027221018355e-07	1.29992256123918e-06	2.21065031477276	2.60674907214857e-07	0.64
Atp6v0d1	chr8	105522469	105568040	-	0.411007277071368	6.43756033367365e-07	2.67544077858034e-06	4.1559855596003	7.53766981401018e-07	3.78
Ctcf	chr8	105634537	105684922	+	0.565159863698443	8.92797227861392e-07	4.53359744818751e-06	5.07796989810026	2.2158581174192e-06	3.12
Ranbp10	chr8	105766307	105829350	-	0.572928549087894	6.18898073847558e-07	2.83091528256491e-06	4.57412197935229	6.2658904019166e-07	3.86
Pskh1	chr8	105898473	105933802	+	0.389595852242387	7.61922354575344e-07	3.11427381644817e-06	4.08739000469924	6.86090280722021e-07	3.32
Slc12a4	chr8	105941589	105968115	-	0.348223903746759	6.3288963658042e-07	3.59752415325427e-06	5.68428355485821	8.51721367998882e-07	3.82
Dus2	chr8	106009477	106055840	+	0.683358879041904	5.24866070670096e-07	2.59464410388762e-06	4.94344033436004	2.89402518411185e-07	3.58
Nfatc3	chr8	106057602	106132537	+	0.632922873632283	7.60709098001877e-07	4.39080567121939e-06	5.77199047934688	9.57498820511117e-07	3.66
Slc7a6	chr8	106166874	106200704	+	0.760617882612535	6.23171721988847e-07	2.30975585865414e-06	3.70645165233521	6.46884932986856e-07	2.92
Prmt7	chr8	106209053	106253694	+	0.391776327616806	8.28568875280687e-07	4.19795054050755e-06	5.06650764438315	1.44530348224028e-06	3.36
Cdh3	chr8	106508851	106558911	+	0.556391681149051	7.54262579346116e-07	3.31171808121066e-06	4.39067000258935	1.17063638183384e-06	0.94
Cdh1	chr8	106601349	106672247	+	0.489667134404684	1.03585822795832e-06	4.5562928459527e-06	4.39856799219828	2.11697377449142e-06	1.16
Tango6	chr8	106681067	106853439	+	0.758069189160095	5.71294978920747e-07	4.37865140458034e-06	7.66443180168011	4.42209338172397e-07	1.92
Cirh1a	chr8	106891639	106925094	+	0.352098048821905	8.88708662258472e-07	4.59008558960214e-06	5.16489349607257	1.79759117073388e-06	3.88
Sntb2	chr8	106933749	107016192	+	0.558353986186302	7.77819667279502e-07	3.97986904970748e-06	5.11669891766487	1.12042787902231e-06	3.9
Terf2	chr8	107067401	107098545	-	0.405951962459399	9.72149088566854e-07	2.53754407793291e-06	2.61024168800463	2.21361709851313e-06	3.74
Cyb5b	chr8	107148660	107189470	+	0.808315805524163	9.04669875432869e-07	2.67360512496008e-06	2.95533785037421	1.60943252555267e-06	3.8
Nfat5	chr8	107291469	107381517	+	0.749261871675004	6.89079094483924e-07	4.44239873631332e-06	6.44686331638082	1.74273962032924e-06	3.84
Wwp2	chr8	107434397	107560595	+	0.382820710117167	6.03281219256775e-07	4.44607004355384e-06	7.36981344957376	6.60551598912286e-07	0.78
Zfhx3	chr8	108712643	108963636	+	0.777528892531349	4.79590788365396e-07	9.65805364909427e-07	2.01381133320181	1.51113346032354e-07	1.5
Ist1	chr8	109669320	109695294	-	0.315629275410822	7.36798898556869e-07	4.16109837415768e-06	5.64753609473062	2.06716282983437e-06	3.8
Ap1g1	chr8	109776582	109866210	+	0.529035676521119	6.84516684847726e-07	3.683132480105e-06	5.38063214766537	1.15698159626206e-06	4.18
Phlpp2	chr8	109866602	109946671	+	0.544976889201569	4.5456569958287e-07	2.53295494388226e-06	5.57225269351958	1.9689601965084e-07	6.28
Vac14	chr8	110616637	110722398	+	0.323904054141514	7.5899706802629e-07	4.68784818309191e-06	6.17637192628725	1.73927446033392e-06	3.2
Il34	chr8	110739828	110807924	-	0.325621717341345	4.87102200369906e-07	7.62325678908755e-07	1.56502203917339	4.01689492532251e-08	2.96
Sf3b3	chr8	110808491	110848803	-	0.22389347406355	1.56134269165143e-06	5.18706318772225e-06	3.32218110441591	6.02039548805795e-06	3.94
Cog4	chr8	110844599	110884234	+	0.401776069117351	7.09612669005776e-07	5.16550813487455e-06	7.27933471384021	1.18978354159504e-06	3.24
Fuk	chr8	110880455	110904488	-	0.280531463967117	8.07561449329687e-07	1.66071240484468e-06	2.05645329680255	9.2277948374506e-07	3.18
St3gal2	chr8	110917864	110974497	+	0.599259044925235	6.76228126892302e-07	1.66346588527507e-06	2.45991821268919	2.43201181315839e-07	1.52
Ddx19a	chr8	110972990	110999823	-	0.400775561779807	7.72922333010212e-07	2.84306954920396e-06	3.67833794908136	1.14166367262922e-06	3.74
Ddx19b	chr8	111001185	111033751	-	0.427435960778121	7.46800922478854e-07	1.25008172560282e-06	1.67391561522638	6.54436249518218e-07	3.26
Aars	chr8	111031841	111057569	+	0.281078763669854	1.39509923110554e-06	4.87909017829085e-06	3.49730690799997	4.61359943364582e-06	3.24
Pdpr	chr8	111092744	111137144	+	0.452781813544991	6.02323660517908e-07	2.22957106850151e-06	3.70161628149293	5.21391978792739e-07	3
Rfwd3	chr8	111268943	111302222	-	0.607518525881005	9.0499569778964e-07	5.39757954593392e-06	5.96420464662645	1.66017293100004e-06	3.46
Znrf1	chr8	111534639	111628030	+	0.589232699960878	6.64514420244468e-07	2.43916959990305e-06	3.67060446785444	7.47857561908205e-07	2.66
Zfp1	chr8	111641442	111673011	+	0.733163336473546	7.65061642149873e-07	5.30401672006207e-06	6.9327965589249	8.29919000273383e-07	3.78
Bcar1	chr8	111708473	111745849	-	0.368756939973	7.64683228355331e-07	1.85509724690674e-06	2.42596826779718	7.02516686584481e-07	5.6
Cfdp1	chr8	111766472	111856310	-	0.55726133848795	7.56469877192069e-07	2.35531350250989e-06	3.11355887858027	9.41468992773323e-07	3.68
Tmem231	chr8	111910017	111935791	-	0.477647762320276	8.28453627829754e-07	2.39964737728547e-06	2.89653795538523	7.60048688279835e-07	3.36
Adat1	chr8	111964907	111994302	-	0.781268730884611	9.84233899642046e-07	3.35085093739551e-06	3.40452705257782	1.24246220788688e-06	4.2
Adamts18	chr8	113696136	113850839	-	0.322197648081152	3.27853919334531e-07	4.10018794701777e-07	1.25061428435573	4.936100129731e-09	0.68
Cdyl2	chr8	116566723	116734991	-	0.473149733950564	5.74862564457457e-07	2.08502706207581e-06	3.62700094072679	6.12573777330258e-07	1.28
Gan	chr8	117156134	117207186	+	0.340799705521027	5.39333936601605e-07	3.52765797612043e-06	6.54076767048731	3.40463464538076e-07	2.7
Cmip	chr8	117255018	117463506	+	0.478471812841588	5.84073720446342e-07	2.696689889158e-06	4.61703684784383	6.21773173310748e-07	3.9
Plcg2	chr8	117496274	117637142	+	0.445105064005667	4.9664510380898e-07	1.57899790334183e-06	3.17932844043328	2.41286916741585e-07	3.02
Cdh13	chr8	118281610	119326927	+	0.663975506196889	3.59484827386954e-07	5.2391290434116e-07	1.45739921250477	4.92695819951049e-08	2.22
Necab2	chr8	119444718	119474635	+	0.322940823203183	5.01471656401414e-07	8.32191856042601e-07	1.6594992865887	1.06332575312908e-07	2.94
Mbtps1	chr8	119506150	119560761	-	0.355252095155683	8.52933653157766e-07	6.04937648017377e-06	7.0924349833982	2.22665930311287e-06	3.3
Cotl1	chr8	119807213	119842579	-	0.286965776040833	5.92450669212947e-07	2.50383475844616e-06	4.22623331959846	3.15837754524791e-07	2.58
Usp10	chr8	119908359	119959560	+	0.488198659631077	1.17650927262697e-06	2.43611017720261e-06	2.07062556486541	1.81759284678656e-06	3.9
Gse1	chr8	120486865	120583383	+	0.359739590330334	9.30353468973811e-07	1.15804861108118e-06	1.24474046660837	5.34634458950551e-07	2.32
Emc8-1190005i06rik	chr8	120606599	120670142	-	0.367218150799365	7.32736054030334e-07	4.95424079817812e-06	6.76128978631236	4.82272016885684e-07	4
1190005I06Rik	chr8	120606601	120636382	-	0.483938837639965	6.78072735128341e-07	1.29931067669909e-06	1.91618186278079	1.94424524657378e-07	1.3
Fbxo31	chr8	121547442	121580806	-	0.274777710598454	7.67329222562765e-07	2.43702800401274e-06	3.17598748015022	7.58962347672064e-07	2.88
Zcchc14	chr8	121596702	121653933	-	0.392560892083105	6.32045523108249e-07	9.90419840457563e-07	1.56700712883293	5.59456084708164e-07	3.4
Klhdc4	chr8	121794307	121831569	-	0.135910841609001	7.21053905456265e-07	3.41437575102113e-06	4.73525727436508	3.05551983004974e-06	4.44
Slc7a5	chr8	121879145	121909686	-	0.234310208922224	1.33242825147194e-06	5.94855446398356e-06	4.4644463650573	3.61850260263907e-06	3.82
Banp	chr8	121948491	122031260	+	0.344020765980997	8.55699129022486e-07	5.30165260606441e-06	6.19569709287982	1.46272892281889e-06	4.24
Zfpm1	chr8	122280140	122339247	+	0.225491849646375	5.70826727815367e-07	1.64374648604763e-06	2.87958920973879	3.10216660963376e-07	1.9
Zc3h18	chr8	122374608	122419365	+	0.434666109208903	7.45798933001931e-07	3.56740271684536e-06	4.78333041116877	1.38581887363571e-06	3.36
Piezo1	chr8	122479697	122553329	-	0.337875975204697	7.60331800993783e-07	2.20045088306541e-06	2.89406661695504	6.64287665531172e-07	3.48
Acsf3	chr8	122773504	122819881	+	0.327770579000399	4.57540846538131e-07	1.4578446033841e-06	3.18626110524234	4.36935344803802e-07	2.32
Ankrd11	chr8	122881821	123044284	-	0.571333202969984	9.93124066185735e-07	5.54251291879235e-06	5.58088672654901	2.54068249690546e-06	3.8
Spg7	chr8	123063507	123099751	+	0.284037945491033	7.43856745573464e-07	6.00993768171888e-06	8.07942889203165	8.5951790208326e-07	4
Fanca	chr8	123266243	123320576	-	0.333682681084959	6.57160864799136e-07	5.16734378849481e-06	7.86313377025917	1.41977644828148e-06	1.64
Spire2	chr8	123330712	123371518	+	0.483849114048727	6.76663514901792e-07	1.61790824141932e-06	2.39100853790549	4.33253677761272e-07	4.16
Tcf25	chr8	123371710	123406174	+	0.319406407175731	7.23448156192586e-07	4.91563640237068e-06	6.79473209005195	1.4003869137149e-06	3.58
Def8	chr8	123440955	123465899	+	0.49550794116953	8.88858642597305e-07	1.63640387156659e-06	1.84101699994153	8.92791979191352e-07	0.74
Afg3l1	chr8	123475861	123505916	+	0.390187823025737	6.92602253188421e-07	4.53534967764509e-06	6.54827450642333	9.63886005674784e-07	3.68
Rab4a	chr8	123803995	123837291	+	0.400035580680767	7.17712922366635e-07	2.63049501926467e-06	3.66510750648142	6.51111656518767e-07	2.14
Nup133	chr8	123895122	123951265	-	0.215253093875979	6.76188041973731e-07	3.25522993979604e-06	4.81408977640942	1.46444769229546e-06	3.46
Abcb10	chr8	123950458	123985122	-	0.48376710930794	5.72696922846072e-07	3.31080025440054e-06	5.7810686985137	4.58230231278234e-07	2.8
Urb2	chr8	124021472	124050504	+	0.559358261054249	1.06920981748498e-06	1.3159706532261e-06	1.23078803776938	3.0385967466839e-06	3.64
Galnt2	chr8	124229393	124347722	+	0.216645206645593	5.13684866228169e-07	2.48442130148876e-06	4.83646972068908	5.94289853064519e-07	3.14
Pgbd5	chr8	124367048	124435936	-	0.298776992363933	6.14512068322579e-07	1.90218460211271e-06	3.09543896722007	6.1397509459195e-07	4.48
Cog2	chr8	124518766	124554008	+	0.217723408205292	5.69309100683025e-07	2.52233038859343e-06	4.43051127334392	6.72071448603183e-07	4.26
2310022B05Rik	chr8	124633755	124665369	-	0.291928794832068	5.31850977939763e-07	2.3191566448628e-06	4.36053846106769	2.20615991545656e-07	2.92
Ttc13	chr8	124669326	124723975	-	0.361913866970165	7.99352361745427e-07	3.38036048926434e-06	4.22887408737137	1.24672164527578e-06	2.8
